date,open,high,low,close,vol,guard0,guard1,guard2,guard3,guard4,guard5,regressionClose,regressionHigh,MAA3,MAA5
2013-04-19,7868.9,7933.72,7862.92,7930.8,8.3900820655E10,1,-1,-1,-1,-1,-1,0.005468110931098237,0.005726057359511925,11246.634166666667,11210.0845
2013-04-22,7976.1,7996.55,7950.01,7970.38,7.4205497867E10,-1,-1,-1,-1,-1,-1,-4.997985951466379E-4,0.0017868673550255453,11323.935833333333,11264.378
2013-04-23,7955.92,7968.79,7913.6,7942.77,7.3194836494E10,-1,-1,-1,-1,-1,-1,-0.00115225342214882,0.001127718748521418,11397.968333333334,11316.6885
2013-04-24,7977.4,8025.45,7968.28,8023.71,8.0098371633E10,1,-1,-1,-1,-1,-1,0.004037633428919385,0.004189338938880925,11444.813333333334,11372.8955
2013-04-25,8015.38,8026.46,7994.19,8021.75,7.266475685E10,1,-1,-1,-1,-1,-1,5.535890735248677E-4,9.629147464137723E-4,11466.155,11438.12
2013-04-26,8034.47,8081.37,8020.47,8022.06,8.9217823517E10,-1,-1,-1,-1,-1,-1,-0.0010767017700942269,0.004069082434925015,11509.2525,11474.2595
2013-04-29,8043.71,8046.22,8014.27,8029.74,7.4561790695E10,-1,-1,-1,-1,-1,-1,-0.0012107261496914553,2.1753204264339025E-4,11521.720833333333,11491.5665
2013-04-30,8065.92,8115.59,8065.92,8093.66,9.7010080252E10,1,-1,-1,-1,-1,-1,0.0023937400332741756,0.004286123556334875,11555.76,11532.795
2013-05-02,8111.43,8139.49,8095.7,8128.51,8.4955285441E10,1,-1,-1,-1,-1,-1,0.0014661900690517088,0.002408740827727774,11597.603333333333,11565.9335
2013-05-03,8157.51,8175.33,8121.07,8135.03,8.4198234051E10,-1,-1,-1,-1,-1,-1,-0.0019216697326758707,0.001523316487379187,11650.796666666667,11602.3515
2013-05-06,8188.48,8197.52,8153.96,8169.05,7.5262719576E10,-1,-1,-1,-1,-1,-1,-0.001654471714323935,7.697593565357485E-4,11692.393333333333,11642.6795
2013-05-07,8177.58,8181.8,8145.1,8163.06,7.5410414785E10,-1,-1,-1,-1,-1,-1,-0.0012378062867260992,3.5974810812556277E-4,11713.440833333334,11680.9655
2013-05-08,8177.94,8284.09,8177.94,8267.09,9.1918643108E10,1,-1,-1,-1,-1,-1,0.007570437336055206,0.009014042885274938,11759.110833333334,11724.362
2013-05-09,8314.37,8322.69,8279.46,8285.89,8.6205916016E10,-1,-1,-1,-1,-1,-1,-0.002389091381906607,6.979368081973775E-4,11817.237500000001,11774.460000000001
2013-05-10,8284.38,8297.33,8258.62,8280.26,7.9301267206E10,-1,-1,-1,-1,-1,-1,-3.4655572397332716E-4,0.0010892952974407642,11872.055,11813.7205
2013-05-13,8285.45,8296.54,8230.65,8248.32,6.5457345989E10,-1,-1,-1,-1,-1,-1,-0.003126584133154003,9.338491256848208E-4,11882.213333333333,11838.254
2013-05-14,8272.2,8295.41,8233.98,8251.82,6.9234981269E10,-1,-1,-1,-1,-1,-1,-0.0017178220241979437,0.0019563615888925803,11864.856666666667,11865.3095
2013-05-15,8264.1,8320.32,8251.51,8318.59,8.8012108497E10,1,-1,-1,-1,-1,-1,0.00458484015744452,0.004730403994338942,11873.244166666667,11882.2005
2013-05-16,8362.49,8414.88,8346.45,8390.05,1.17506895628E11,1,-1,-1,-1,-1,-1,0.0022939311537657583,0.0043606332781490915,11931.55,11906.8415
2013-05-17,8377.26,8402.34,8356.79,8368.19,8.8300289004E10,-1,-1,-1,-1,-1,-1,-7.546027020933119E-4,0.002086597107883221,11986.030833333334,11933.695
2013-05-20,8364.95,8385.68,8347.33,8377.05,6.8961305789E10,1,-1,-1,-1,-1,-1,0.0010074006482330563,0.0017259021023035808,12021.218333333334,11965.6035
2013-05-21,8381.36,8420.68,8361.96,8383.05,8.2302005742E10,1,-1,-1,-1,-1,-1,1.4047453795087465E-4,0.0032683188356406098,12023.14,12001.8115
2013-05-22,8414.06,8439.15,8376.21,8398.84,8.6150385436E10,-1,-1,-1,-1,-1,-1,-0.0012609358430540284,0.0020786386532343705,12038.123333333333,12032.6225
2013-05-23,8367.85,8373.09,8235.5,8237.83,1.02071627352E11,-1,-1,-1,-1,-1,-1,-0.01087661210514564,4.383436965925287E-4,11996.421666666667,12004.5265
2013-05-24,8273.21,8277.56,8172.54,8209.78,8.1422035758E10,-1,-1,-1,-1,-1,-1,-0.005353994140402312,3.671744365560865E-4,11920.168333333333,11962.294
2013-05-27,8218.88,8280.1,8210.32,8280.1,5.7522008748E10,1,-1,-1,-1,-1,-1,0.005177815066917565,0.005177815066917565,11849.696666666667,11929.709499999999
2013-05-28,8289.15,8303.71,8261.54,8263.05,6.4211614971E10,-1,-1,-1,-1,-1,-1,-0.0021957904761584573,0.001224931392063815,11845.291666666666,11897.8175
2013-05-29,8303.2,8344.21,8303.2,8337.9,7.7880901941E10,1,-1,-1,-1,-1,-1,0.0029079000185199635,0.003436685295662905,11893.506666666666,11875.524
2013-05-30,8316.97,8316.97,8228.8,8243.29,8.0583461626E10,-1,-1,-1,-1,-1,-1,-0.006188694712899202,0.0,11897.8825,11870.586
2013-05-31,8318.77,8334.44,8237.08,8254.8,1.10573671886E11,-1,-1,-1,-1,-1,-1,-0.005370039093750386,0.0013154371205106677,11898.9825,11885.106
2013-06-03,8177.97,8225.79,8149.45,8201.02,7.2903368022E10,1,-1,-1,-1,-1,-1,0.0019620060298700965,0.0040704177157653105,11834.592499999999,11866.4615
2013-06-04,8243.22,8250.17,8180.39,8191.22,7.0934359798E10,-1,-1,-1,-1,-1,-1,-0.004403361458393315,5.885261949199374E-4,11806.95,11847.581
2013-06-05,8195.52,8216.31,8161.1,8181.91,7.5558365949E10,-1,-1,-1,-1,-1,-1,-0.0011575668811695577,0.0017682450741743558,11763.855833333333,11807.3155
2013-06-06,8135.56,8162.25,8088.31,8096.14,7.5239277795E10,-1,-1,-1,-1,-1,-1,-0.003380638256269881,0.002288920219681343,11726.108333333334,11763.397
2013-06-07,8113.95,8146.78,8071.98,8095.2,8.4629854658E10,-1,-1,-1,-1,-1,-1,-0.0016109922079528885,0.002820739956644971,11675.984166666667,11713.782
2013-06-10,8161.51,8190.87,8142.71,8160.55,6.2783550121E10,-1,-1,-1,-1,-1,-1,-8.194370467496909E-5,0.00250611163464023,11665.034166666666,11705.5805
2013-06-11,8178.95,8178.95,8116.15,8116.15,6.6702876804E10,-1,-1,-1,-1,-1,-1,-0.005361353519796821,0.0,11677.2125,11685.5545
2013-06-13,8041.5,8057.33,7951.66,7951.66,8.5663660329E10,-1,-1,-1,-1,-1,-1,-0.0078090231419670805,0.0013759665665331491,11621.165833333333,11628.168
2013-06-14,7978.75,7989.19,7912.37,7937.74,7.3752352897E10,-1,-1,-1,-1,-1,-1,-0.003586097379901609,9.129201815697251E-4,11519.11,11581.3815
2013-06-17,7953.65,7999.43,7940.72,7992.89,5.4749348856E10,1,-1,-1,-1,-1,-1,0.0034316447670477957,0.004003585561555682,11442.680833333334,11545.5725
2013-06-18,7994.81,8024.95,7955.74,8011.02,5.9949583368E10,1,-1,-1,-1,-1,-1,0.0014115536669047656,0.0026245667810306187,11449.994999999999,11499.1445
2013-06-19,8033.32,8056.19,8005.57,8007.39,6.3780494348E10,-1,-1,-1,-1,-1,-1,-0.002250508599320967,0.001984926018760804,11484.176666666666,11465.56
2013-06-20,7952.36,7962.76,7890.93,7898.91,7.6828177339E10,-1,-1,-1,-1,-1,-1,-0.004691221929465693,9.127915447418341E-4,11455.7525,11446.3245
2013-06-21,7778.84,7815.79,7739.09,7793.31,1.15757003807E11,1,-1,-1,-1,-1,-1,0.00129494149495486,0.0033067096225696496,11352.935,11399.4395
2013-06-24,7788.45,7815.1,7744.49,7758.03,7.98361023E10,-1,-1,-1,-1,-1,-1,-0.0027237075372025204,0.00238615403900217,11233.778333333334,11340.218499999999
2013-06-25,7750.34,7792.27,7663.23,7663.23,8.9584712119E10,-1,-1,-1,-1,-1,-1,-0.007855298742124239,0.0037811121140772517,11130.030833333332,11254.346
2013-06-26,7789.34,7821.14,7742.2,7784.8,9.0299625612E10,-1,-1,-1,1,-1,-1,-4.0598206525035453E-4,0.0028436629240009706,11130.238333333333,11187.0765
2013-06-27,7841.32,7884.13,7834.33,7883.9,8.6192224278E10,1,-1,-1,-1,-1,-1,0.003774026402230729,0.0037944121718998555,11178.675833333333,11173.9725
2013-06-28,7928.54,8062.21,7891.06,8062.21,9.0623983053E10,1,1,-1,-1,-1,-1,0.011673878964398475,0.011673878964398475,11329.195,11240.101999999999
2013-07-01,8011.95,8063.47,7974.15,8036.0,7.652890953E10,1,-1,-1,-1,-1,-1,0.0020860077021822216,0.004468653505880758,11449.479166666666,11316.497
2013-07-02,8061.84,8064.12,8012.79,8015.86,7.1731751769E10,-1,-1,-1,-1,-1,-1,-0.003972666533610812,1.9699172893943755E-4,11532.453333333335,11415.426
2013-07-03,7991.53,7995.3,7899.08,7911.42,8.3992647832E10,-1,-1,-1,-1,-1,-1,-0.006965868894539004,3.2781582489595424E-4,11515.9025,11471.5005
2013-07-04,7919.26,7927.08,7877.06,7893.72,6.9560637667E10,-1,-1,-1,-1,-1,-1,-0.0022347013952445705,6.842351178861605E-4,11474.301666666666,11493.872500000001
2013-07-05,7932.3,8018.93,7926.35,8001.82,7.569241741E10,1,-1,-1,-1,-1,-1,0.006050004786396071,0.0075390091289628475,11466.817500000001,11497.9995
2013-07-08,7980.11,7992.16,7885.0,7886.34,7.2501194298E10,-1,-1,-1,-1,-1,-1,-0.008149391902579302,0.001047245093591492,11468.154166666667,11482.7055
2013-07-09,7891.53,7975.64,7891.37,7971.18,7.1961909123E10,1,-1,-1,1,-1,-1,0.006951450684410216,0.007340697012752668,11496.520833333334,11472.313
2013-07-10,7974.99,8057.92,7974.99,8011.69,8.4134775213E10,1,-1,-1,1,-1,-1,0.0031737082056356005,0.007171542819982454,11518.26,11499.414
2013-07-11,8080.97,8179.54,8080.97,8179.54,1.05881290282E11,1,-1,-1,-1,-1,-1,0.008389743013583409,0.008389743013583409,11630.254166666668,11576.277
2013-07-12,8187.86,8220.49,8169.92,8220.49,8.490011209E10,1,-1,-1,-1,-1,-1,0.002747070030501418,0.002747070030501418,11760.5875,11648.575
2013-07-15,8178.26,8254.68,8175.55,8254.68,8.1417231783E10,1,-1,-1,-1,-1,-1,0.006425839239662283,0.006425839239662283,11872.745833333334,11742.169
2013-07-16,8243.62,8260.11,8222.17,8260.11,8.8047420607E10,1,-1,-1,-1,-1,-1,0.001377262063153586,0.001377262063153586,11931.998333333333,11837.5635
2013-07-17,8239.1,8260.25,8208.71,8258.95,9.3179798787E10,1,-1,-1,-1,-1,-1,0.0016534928683228556,0.0017617820738048942,11971.199166666667,11920.3385
2013-07-18,8238.28,8265.7,8181.99,8194.88,9.2489495272E10,-1,-1,-1,-1,-1,-1,-0.003622042381234269,0.0022883963616000137,11982.525833333333,11953.532000000001
2013-07-19,8117.94,8139.81,8046.7,8062.03,9.8720947961E10,-1,-1,-1,-1,-1,-1,-0.004735819857578104,0.0018524839972319297,11917.038333333334,11931.434000000001
2013-07-22,8092.03,8137.37,8092.03,8105.45,7.5494737907E10,1,-1,-1,-1,-1,-1,0.001136728441335247,0.0038404819322011914,11854.690833333334,11909.505500000001
2013-07-23,8152.72,8220.89,8145.09,8214.65,9.9413499997E10,1,-1,-1,-1,-1,-1,0.005194084128563042,0.005717434442824823,11851.249166666666,11905.0825
2013-07-24,8222.85,8233.1,8172.23,8196.19,8.4716449669E10,-1,-1,-1,-1,-1,-1,-0.0022228151211459136,8.546082142440261E-4,11917.113333333333,11898.9825
2013-07-25,8173.19,8203.49,8140.41,8163.58,8.1657047651E10,-1,-1,-1,-1,-1,-1,-8.046325399763033E-4,0.002536978768083239,11957.0525,11894.2215
2013-07-26,8188.36,8222.82,8135.73,8149.4,6.942934852E10,-1,-1,-1,-1,-1,-1,-0.0032582960683840015,0.0028819528366662807,11953.415833333333,11926.909
2013-07-29,8146.14,8163.89,8074.29,8084.5,6.4334594065E10,-1,-1,-1,-1,-1,-1,-0.005185365894694289,0.0014931902114020846,11913.856666666667,11934.482
2013-07-30,8113.17,8176.74,8112.91,8163.55,6.8823961325E10,1,-1,-1,-1,-1,-1,0.004234471014718039,0.005343098896499182,11909.088333333333,11928.925
2013-07-31,8163.44,8170.57,8107.6,8107.94,7.986599333E10,-1,-1,-1,-1,-1,-1,-0.004653803163412219,5.978669649573669E-4,11894.685,11913.452
2013-08-01,8110.73,8113.4,8056.22,8056.22,7.3569060619E10,-1,-1,-1,-1,-1,-1,-0.004594916510088857,2.2506745701576176E-4,11887.404166666667,11892.693
2013-08-02,8114.51,8162.91,8087.1,8099.88,8.404463024E10,-1,-1,-1,-1,-1,-1,-0.0012301664046012275,0.004069723443793067,11876.83,11882.9735
2013-08-05,8104.2,8143.44,8075.99,8138.63,7.1038750659E10,1,-1,-1,-1,-1,-1,0.0028929418269142146,0.0032970966392132494,11881.185833333333,11893.8495
2013-08-06,8129.85,8129.85,8028.93,8038.91,8.0289116694E10,-1,-1,-1,-1,-1,-1,-0.007653716058412018,0.0,11880.293333333333,11875.416
2013-08-07,7993.57,7993.57,7921.29,7921.29,7.4943725323E10,-1,-1,-1,-1,-1,-1,-0.0061783111191648895,0.0,11803.146666666666,11828.0505
2013-08-08,7910.2,7932.35,7894.18,7907.67,7.966713268E10,-1,-1,-1,-1,-1,-1,-2.1760838919035366E-4,0.0019051485456793946,11707.995,11786.204
2013-08-09,7955.0,7955.0,7853.97,7856.14,7.5144866294E10,-1,-1,-1,-1,-1,-1,-0.008487228378214848,0.0,11629.419166666667,11726.9695
2013-08-12,7878.22,7908.68,7862.04,7903.38,6.1992881448E10,1,-1,-1,-1,-1,-1,0.0021699850360729703,0.0026270963513029075,11609.939166666667,11665.3025
2013-08-13,7935.79,7986.27,7935.79,7986.27,7.9079787894E10,1,-1,-1,-1,-1,-1,0.004315038867832393,0.004315038867832393,11642.129166666666,11643.305499999999
2013-08-14,7978.74,7981.56,7926.23,7951.33,7.689141279E10,-1,-1,-1,-1,-1,-1,-0.002336835033598918,2.4041863534303375E-4,11679.511666666665,11652.788499999999
2013-08-15,7903.01,7916.02,7850.27,7887.26,7.7662530938E10,-1,-1,-1,-1,-1,-1,-0.0013540152354653988,0.0011184595691050877,11684.108333333334,11650.9705
2013-08-16,7854.68,7949.43,7850.49,7925.0,7.3884045282E10,1,-1,-1,-1,-1,-1,0.006061201586669469,0.008166934731753905,11656.781666666666,11659.723
2013-08-19,7937.45,7944.74,7888.87,7900.21,7.1432812421E10,-1,-1,-1,-1,-1,-1,-0.0031898445764504658,6.244352030700004E-4,11638.3325,11669.824499999999
2013-08-20,7896.38,7924.52,7829.78,7832.65,8.1686004755E10,-1,-1,-1,-1,-1,-1,-0.005493075260216566,0.002425468975717678,11624.376666666667,11640.319
2013-08-22,7779.44,7825.56,7737.33,7814.38,8.8126757266E10,1,-1,-1,-1,-1,-1,0.0030441851185176467,0.0040182546555819765,11572.869166666665,11595.7375
2013-08-23,7863.73,7895.13,7845.92,7873.31,7.0891311126E10,1,-1,-1,-1,-1,-1,8.264156249487741E-4,0.0027087109210220672,11553.904166666665,11591.702
2013-08-26,7906.52,7913.74,7874.05,7894.97,5.7770637383E10,-1,-1,-1,-1,-1,-1,-9.916699722333343E-4,6.199010562356316E-4,11574.4,11590.89
2013-08-27,7875.93,7895.23,7820.84,7820.84,6.9002491162E10,-1,-1,-1,-1,-1,-1,-0.004755085887605975,0.0016658768856560467,11599.537499999999,11572.4605
2013-08-28,7776.87,7834.11,7761.76,7824.54,6.1067223577E10,1,-1,-1,1,-1,-1,0.004149045336610566,0.004981987729548721,11570.81,11559.562
2013-08-29,7841.99,7931.05,7841.99,7917.66,7.3311633162E10,1,-1,-1,-1,-1,-1,0.006519774293633684,0.007673465026972696,11574.0075,11591.573
2013-08-30,7949.99,8021.89,7936.82,8021.89,7.9719296884E10,1,-1,-1,-1,-1,-1,0.006111295271608526,0.006111295271608526,11652.336666666666,11631.52
2013-09-02,8010.15,8052.71,7993.13,8038.86,6.9274350342E10,1,-1,-1,-1,-1,-1,0.0024260994557119917,0.003596474846224461,11764.180833333334,11673.4305
2013-09-03,8095.66,8102.66,8067.62,8088.37,7.8216408738E10,-1,-1,-1,-1,-1,-1,-6.103876422039142E-4,5.861061036252337E-4,11860.425833333333,11748.106
2013-09-04,8066.67,8094.12,8041.49,8083.44,7.3688753453E10,1,-1,-1,-1,-1,-1,0.0014078063154005461,0.0023043699080349815,11900.143333333333,11829.12
2013-09-05,8109.24,8169.1,8107.22,8169.1,9.0990194072E10,1,-1,-1,-1,-1,-1,0.004990084021144134,0.004990084021144134,11959.424166666668,11904.6805
2013-09-06,8180.53,8182.56,8155.5,8164.2,8.9488777784E10,-1,-1,-1,-1,-1,-1,-0.0013535254239816796,1.682582125342136E-4,11999.0275,11956.1205
2013-09-09,8176.47,8192.11,8117.87,8192.11,8.1679975008E10,1,-1,-1,-1,-1,-1,0.0012943141210995743,0.0012943141210995743,12052.320833333333,12002.004
2013-09-10,8217.21,8238.91,8155.87,8208.77,8.5420592586E10,-1,-1,-1,-1,-1,-1,-6.956149062690803E-4,0.0017884885623272383,12084.2925,12039.0005
2013-09-11,8174.54,8208.99,8137.07,8208.99,8.5966573822E10,1,-1,-1,-1,-1,-1,0.0028492455495527967,0.0028492455495527967,12098.899166666666,12075.374
2013-09-12,8180.38,8226.61,8177.03,8225.36,8.4206192579E10,1,-1,-1,-1,-1,-1,0.00371592735023329,0.0038191934504509745,12115.5075,12095.653999999999
2013-09-13,8210.15,8228.67,8162.14,8168.2,6.3225392635E10,-1,-1,-1,-1,-1,-1,-0.0034648947109766313,0.0015296746137613258,12104.894166666667,12102.5205
2013-09-14,8169.41,8176.76,8142.48,8142.48,3.7577512597E10,-1,-1,-1,-1,-1,-1,-0.0022340872098714874,6.097490156909049E-4,12086.139166666666,12095.664999999999
2013-09-16,8189.61,8255.34,8189.61,8255.34,7.3857893692E10,1,-1,-1,-1,-1,-1,0.005419609537457356,0.005419609537457356,12097.615833333333,12103.648000000001
2013-09-17,8241.03,8249.78,8218.94,8249.78,6.4817830046E10,1,-1,-1,-1,-1,-1,7.185660214354402E-4,7.185660214354402E-4,12126.48,12119.069
2013-09-18,8248.18,8263.05,8209.18,8209.18,7.1932621443E10,-1,-1,-1,-1,-1,-1,-0.003205966056217848,0.0012223773142552854,12161.988333333333,12123.5535
2013-09-23,8226.8,8293.03,8221.34,8292.83,8.4817258264E10,1,-1,-1,-1,-1,-1,0.00541969162832888,0.005436107474545293,12179.99,12148.7055
2013-09-24,8295.5,8310.94,8265.55,8299.12,7.8697469867E10,1,-1,-1,-1,-1,-1,2.953836111055099E-4,0.0012598682197426008,12205.538333333334,12190.7085
2013-09-25,8283.6,8285.28,8253.43,8283.9,7.4823337242E10,1,-1,-1,-1,-1,-1,2.4517635944102438E-5,1.3729876128733043E-4,12232.206666666667,12204.307999999999
2013-09-26,8290.1,8290.1,8184.68,8184.68,7.000063674E10,-1,-1,-1,-1,-1,-1,-0.008644349234333045,0.0,12208.036666666667,12197.6395
2013-09-27,8222.13,8244.86,8207.72,8230.68,7.6420136059E10,1,-1,-1,-1,-1,-1,7.037483033905104E-4,0.001870900460358507,12175.01,12198.5215
2013-09-30,8174.86,8204.4,8137.11,8173.87,6.9577500627E10,-1,-1,-1,-1,-1,-1,-8.198852823136514E-5,0.0024464051757122542,12122.849166666667,12170.0235
2013-10-01,8173.99,8222.38,8172.79,8187.02,6.5004522322E10,1,-1,-1,-1,-1,-1,0.0010784575821858884,0.004005108396160544,12107.710833333334,12138.943
2013-10-02,8215.96,8228.81,8204.34,8216.52,7.72254376E10,1,-1,-1,-1,-1,-1,4.61356073794983E-5,0.0010586474193306848,12102.754166666668,12120.85
2013-10-03,8231.68,8376.79,8231.68,8359.02,1.11275371854E11,1,1,-1,-1,-1,-1,0.010419027530157018,0.011872978521290161,12175.228333333333,12150.3385
2013-10-04,8345.82,8376.06,8336.61,8364.55,8.9586015451E10,1,-1,-1,-1,-1,-1,0.0015179942700376107,0.002450835383125365,12259.05,12189.367
2013-10-07,8354.91,8361.5,8323.79,8333.66,8.7994048643E10,-1,-1,-1,-1,-1,-1,-0.0017229776296692695,5.343257684480347E-4,12320.1425,12239.225999999999
2013-10-08,8340.33,8375.65,8311.59,8375.65,8.370134812E10,1,-1,-1,-1,-1,-1,0.0028625242731035944,0.0028625242731035944,12339.893333333333,12289.648
2013-10-09,8352.25,8378.37,8330.79,8344.73,8.3555679106E10,-1,-1,-1,-1,-1,-1,-6.096023722611819E-4,0.0021173954738645793,12335.428333333333,12328.9715
2013-10-11,8407.45,8433.53,8349.37,8349.37,9.1491136128E10,-1,-1,-1,-1,-1,-1,-0.00468639179300478,0.0021043577472721156,12351.746666666666,12345.137
2013-10-14,8339.99,8343.65,8269.16,8273.96,7.6904126426E10,-1,-1,-1,-1,-1,-1,-0.0053727131591195885,2.9780599973310186E-4,12320.861666666668,12326.735
2013-10-15,8320.48,8368.02,8320.48,8367.88,8.072821203E10,1,-1,-1,-1,-1,-1,0.0038489021696764677,0.0038602702351566254,12322.108333333334,12330.151
2013-10-16,8384.03,8384.03,8332.18,8332.18,7.3312079567E10,-1,-1,-1,-1,-1,-1,-0.004194400132020492,0.0,12310.436666666668,12327.463
2013-10-17,8390.88,8415.16,8364.89,8374.68,7.9355500093E10,-1,-1,-1,-1,-1,-1,-0.001307625312074379,0.001959823615874624,12353.040833333334,12337.3025
2013-10-18,8416.33,8441.19,8390.32,8441.19,8.254845149E10,1,-1,-1,-1,-1,-1,0.0019974176587469446,0.0019974176587469446,12390.728333333333,12353.54
2013-10-21,8456.68,8459.3,8400.06,8419.32,7.7533020449E10,-1,-1,-1,-1,-1,-1,-0.002994556735869081,2.1000371113420288E-4,12429.84,12392.85
2013-10-22,8407.62,8425.31,8376.27,8418.27,7.5584928781E10,1,-1,-1,-1,-1,-1,8.570449091532103E-4,0.0014235797598985622,12443.598333333333,12410.1965
2013-10-23,8419.8,8438.95,8380.15,8393.62,7.3757322312E10,-1,-1,-1,-1,-1,-1,-0.002106720099139647,0.001541011837224204,12431.342499999999,12426.083499999999
2013-10-24,8364.45,8413.72,8346.52,8413.72,6.8245316424E10,1,-1,-1,-1,-1,-1,0.003979439696182954,0.003979439696182954,12414.063333333334,12429.4635
2013-10-25,8380.31,8390.25,8322.15,8346.62,7.8342224916E10,-1,-1,-1,-1,-1,,-0.0027246325708836085,8.038838751732119E-4,12387.005,12407.9625
2013-10-28,8365.43,8414.81,8348.42,8407.83,6.3579921392E10,1,-1,-1,-1,-1,,0.003425066966521557,0.003988910537897009,12381.265833333333,12396.939
2013-10-29,8394.85,8432.9,8380.21,8420.98,6.6031944493E10,1,-1,-1,,-1,,0.0021047103465884603,0.0030648384495863693,12389.966666666667,12397.2845
2013-10-30,8429.4,8465.06,8419.21,8465.06,7.3255815345E10,1,-1,-1,,-1,,0.00285951872519671,0.00285951872519671,12437.106666666667,12411.421
